City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,key west,24.5557,-81.7826,87.8,79,0,10.36,US,1697151825
273,porto novo,6.4965,2.6036,77.77,88,83,5.79,BJ,1697152073
274,whitby,54.4877,-0.615,50.31,85,87,1.01,GB,1697152073
275,viru,-8.4167,-78.75,69.64,76,96,5.79,PE,1697152073
276,zhicheng,30.2956,111.5047,60.78,81,96,4.0,CN,1697152074
277,kuala terengganu,5.3302,103.1408,77.88,87,37,4.12,MY,1697152074
278,hammerfest,70.6634,23.6821,34.25,93,40,1.14,NO,1697152075
279,acajutla,13.5928,-89.8275,83.01,80,42,4.05,SV,1697152034
280,tralee,52.2704,-9.7026,52.66,98,100,3.69,IE,1697152076
281,paraty,-23.2178,-44.7131,74.5,98,95,5.73,BR,1697152076
282,chibougamau,49.9168,-74.3659,43.32,87,87,5.03,CA,1697152077
283,singaraja,-8.112,115.0882,78.85,74,89,3.0,ID,1697152078
284,wanning,18.8003,110.3967,77.79,87,100,13.15,CN,1697152078
285,pariaman,-0.619,100.12,73.45,91,89,2.48,ID,1697152078
286,robore,-18.3333,-59.75,77.68,51,100,9.57,BO,1697152079
287,sept-iles,50.2001,-66.3821,51.06,95,100,5.75,CA,1697151991
288,oskarshamn,57.2645,16.4484,43.99,73,8,11.41,SE,1697152080
289,ancud,-41.8697,-73.8203,47.57,74,63,5.59,CL,1697152080
290,la ronge,55.1001,-105.2842,50.36,66,0,5.23,CA,1697152080
291,lazaro cardenas,17.9583,-102.2,82.06,81,76,1.77,MX,1697152081
292,suonenjoki,62.6167,27.1333,39.2,77,100,17.27,FI,1697152081
293,dondo,-19.6094,34.7431,71.47,93,59,2.73,MZ,1697152082
294,piacabucu,-10.4056,-36.4344,77.0,83,0,12.86,BR,1697152082
295,floro,61.5996,5.0328,48.16,76,100,24.16,NO,1697152083
296,vylkove,45.4021,29.586,58.05,80,7,11.36,UA,1697152083
297,esmeraldas,-19.7625,-44.3139,85.24,48,86,2.57,BR,1697151856
298,leava,-14.3,-178.1667,76.5,94,100,20.07,WF,1697152084
299,temascalapa,19.8333,-98.9,73.96,39,60,9.1,MX,1697152084
300,magadan,59.5667,150.8,23.83,74,11,8.99,RU,1697152085
301,plastun,44.7561,136.2939,53.1,68,0,5.99,RU,1697152085
302,bandar-e genaveh,29.5791,50.517,85.05,56,0,1.9,IR,1697152086
303,berbera,10.4396,45.0143,84.15,78,75,7.47,SO,1697152086
304,yamada,39.4667,141.95,60.49,62,2,4.0,JP,1697152087
305,khandyga,62.6667,135.6,28.6,97,100,1.86,RU,1697152087
306,port blair,11.6667,92.75,79.63,80,77,0.78,IN,1697152088
307,port saint john's,-31.6229,29.5448,62.19,79,27,4.85,ZA,1697152088
308,aldan,58.6031,125.3894,50.2,62,95,15.99,RU,1697152089
309,hun,29.1268,15.9477,70.79,55,15,7.25,LY,1697152090
310,odda,60.0691,6.5457,51.76,98,100,8.19,NO,1697152091
311,melfort,52.8667,-104.6177,50.4,59,91,9.48,CA,1697152091
312,tir pul,34.5943,61.269,51.28,70,83,29.68,AF,1697152091
313,tieli,46.95,128.05,48.36,73,0,4.97,CN,1697151924
314,nema,57.5067,50.5011,45.3,92,100,15.97,RU,1697152092
315,vila franca do campo,37.7167,-25.4333,68.41,99,40,6.4,PT,1697152093
316,amos,48.5669,-78.1162,43.63,95,98,6.4,CA,1697152093
317,shinkafi,13.0753,6.5105,85.53,24,7,8.7,NG,1697152093
318,bandon,51.7469,-8.7425,56.79,99,100,9.13,IE,1697152094
319,wilhelmsburg,48.1057,15.6054,63.84,99,100,4.59,AT,1697152094
320,penon blanco,24.7897,-104.0369,80.83,29,0,10.07,MX,1697152095
321,sierra grande,-41.606,-65.3557,49.42,61,39,16.13,AR,1697152095
322,gbarnga,6.9956,-9.4722,71.58,99,33,2.01,LR,1697152095
323,kununurra,-15.7667,128.7333,82.38,61,97,8.05,AU,1697151937
324,high rock,26.6208,-78.2833,84.22,84,100,19.86,BS,1697152096
325,puerto baquerizo moreno,-0.9,-89.6,75.16,81,33,10.56,EC,1697152097
326,dwarka,22.2394,68.9678,79.88,75,3,5.57,IN,1697152097
327,san carlos de bariloche,-41.1456,-71.3082,46.22,76,35,4.41,AR,1697152097
328,sabang,5.8933,95.3214,81.36,76,100,4.29,ID,1697152098
329,ikwiriri,-7.9562,38.9716,70.18,96,86,0.51,TZ,1697152098
330,papao,-17.75,-149.55,83.88,78,18,13.91,PF,1697152099
331,inirida,3.8653,-67.9239,81.07,77,85,2.3,CO,1697152099
332,mont-tremblant,46.1949,-74.6264,47.59,76,79,1.14,CA,1697151975
333,suva,-18.1416,178.4415,78.28,69,75,11.5,FJ,1697151976
334,miri,4.4148,114.0089,76.87,92,76,3.94,MY,1697152100
335,sihanoukville,10.6093,103.5296,81.46,79,100,5.82,KH,1697152036
336,adre,13.4667,22.2,79.99,25,99,10.29,TD,1697152101
337,villa dolores,-31.9459,-65.1896,62.67,30,1,1.86,AR,1697152101
338,caleta de carquin,-11.0925,-77.6267,66.87,81,80,11.23,PE,1697152102
339,rongelap,11.1635,166.8941,82.6,77,58,9.4,MH,1697152102
340,porto murtinho,-21.6989,-57.8825,68.2,65,100,8.08,BR,1697151903
341,hopelchen,19.7667,-89.85,87.33,67,96,4.7,MX,1697152103
342,kilindoni,-7.9139,39.6668,77.72,80,71,10.42,TZ,1697152103
343,culebra,18.303,-65.301,86.14,94,38,5.01,PR,1697152104
344,fazilka,30.4,74.0333,73.02,31,0,5.95,IN,1697151983
345,sibolga,1.7427,98.7792,75.74,91,69,2.1,ID,1697152105
346,hefei,31.8639,117.2808,65.35,75,98,2.66,CN,1697152105
347,priargunsk,50.3691,119.1012,42.78,56,8,8.03,RU,1697152105
348,kalmunai,7.4167,81.8167,75.88,93,100,3.83,LK,1697152106
349,lebu,-37.6167,-73.65,49.87,81,0,21.54,CL,1697151823
350,kone,-21.0595,164.8658,76.84,61,44,4.45,NC,1697152107
351,kerikeri,-35.2268,173.9474,65.91,70,38,3.69,NZ,1697152107
352,madang,-5.2246,145.7966,82.85,71,83,1.3,PG,1697152108
353,tolanaro,-25.0319,46.9987,69.73,91,100,12.88,MG,1697152108
354,sona,45.4388,10.8255,67.55,83,40,4.61,IT,1697152109
355,lorengau,-2.0226,147.2712,83.75,73,29,3.6,PG,1697152109
356,afaahiti,-17.75,-149.2833,82.27,78,33,12.86,PF,1697152109
357,bandarbeyla,9.4942,50.8122,78.6,87,5,3.29,SO,1697151837
358,veraval,20.9,70.3667,79.41,80,3,8.79,IN,1697152110
359,portland,45.5234,-122.6762,73.0,57,20,8.05,US,1697151492
360,clearwater,27.9659,-82.8001,83.21,85,100,14.0,US,1697151934
361,taunsa,30.7048,70.6505,76.75,21,0,4.74,PK,1697152112
362,mejit,10.2753,170.8646,82.29,78,34,9.82,MH,1697152112
363,nova sintra,14.8667,-24.7167,76.03,76,99,3.89,CV,1697152113
364,kalachinsk,55.0529,74.5751,35.92,72,11,7.78,RU,1697152113
365,tshabong,-26.05,22.45,60.1,28,1,9.95,BW,1697152114
366,qujing,25.4833,103.7833,57.11,94,99,4.12,CN,1697152114
367,jhalu,29.35,78.25,68.09,57,0,2.93,IN,1697152114
368,tual,-5.6667,132.75,80.83,84,93,12.41,ID,1697152115
369,tofol,5.3248,163.0078,83.98,84,75,3.44,FM,1697152115
370,sao felix do xingu,-6.6447,-51.995,85.1,36,26,1.88,BR,1697152115
371,yangshuo,24.7808,110.4897,67.62,80,85,1.86,CN,1697152116
372,yeraliyev,43.2,51.65,48.92,67,0,9.66,KZ,1697152116
373,visakhapatnam,17.69,83.2093,77.52,81,89,2.48,IN,1697152117
374,birao,10.2849,22.7882,77.14,67,22,1.5,CF,1697152117
375,kalabo,-14.97,22.6814,75.76,54,91,5.55,ZM,1697152118
376,cadale,2.7603,46.3222,79.39,85,60,9.31,SO,1697152118
377,morondava,-20.2833,44.2833,74.5,89,8,3.8,MG,1697152036
378,kertih,4.5141,103.4483,77.99,87,74,3.33,MY,1697152119
379,tarinkot,32.6268,65.8733,66.49,23,31,3.13,AF,1697152119
380,xiongzhou,25.1167,114.3,66.78,82,72,2.62,CN,1697152120
381,rio grande,-32.035,-52.0986,51.91,65,75,12.93,BR,1697152121
382,islamorada,24.9243,-80.6278,86.0,89,100,3.0,US,1697151926
383,zhengjiatun,43.5064,123.5064,54.75,70,42,5.77,CN,1697152121
384,alice springs,-23.7,133.8833,67.55,22,0,19.57,AU,1697152122
385,praya,14.9215,-23.5087,81.14,78,20,2.3,CV,1697152122
386,trondheim,63.4305,10.3951,44.69,89,100,1.01,NO,1697152124
387,padangsidempuan,1.3667,99.2667,70.99,98,64,1.1,ID,1697152124
388,hola,51.5377,23.1902,57.38,89,98,6.58,PL,1697152125
389,riyadh,24.6877,46.7219,73.54,17,0,3.13,SA,1697151899
390,dadukou,26.5479,101.7054,64.47,96,100,1.74,CN,1697152125
391,santa elena de uairen,4.6167,-61.1333,77.05,41,75,3.58,VE,1697152126
392,manggar,-2.8833,108.2667,81.18,75,97,10.47,ID,1697152126
393,talsi,57.2456,22.5814,47.88,75,6,9.53,LV,1697152127
394,sovetskaya gavan',48.9723,140.2878,54.1,62,13,6.33,RU,1697152127
395,siwa oasis,29.2041,25.5195,75.9,40,1,4.81,EG,1697152127
396,sterlibashevo,53.4376,55.2578,43.18,50,100,25.41,RU,1697152128
397,bredy,52.4153,60.3411,37.42,64,54,19.89,RU,1697152128
398,kangding,30.0513,101.9603,46.15,99,100,2.42,CN,1697152129
399,semporna,4.4818,118.6112,79.47,85,90,2.64,MY,1697152129
400,pingxiang,27.6167,113.85,63.1,87,95,1.52,CN,1697152130
401,hasaki,35.7333,140.8333,63.28,51,2,13.85,JP,1697152130
402,pativilca,-10.7,-77.7833,66.54,79,74,9.46,PE,1697152131
403,okhotsk,59.3833,143.3,30.13,80,47,4.03,RU,1697152131
404,sinan,34.8262,126.1086,66.34,65,100,4.43,KR,1697152132
405,brokopondo,4.75,-55.1667,84.43,67,93,9.73,SR,1697152132
406,chilecito,-29.1619,-67.4974,59.76,33,1,11.72,AR,1697152133
407,siloam springs,36.1881,-94.5405,70.92,77,75,11.5,US,1697152133
408,salekhard,66.53,66.6019,31.24,85,100,12.73,RU,1697152133
409,carutapera,-1.195,-46.02,79.45,80,17,8.79,BR,1697152134
410,antsiranana,-12.2787,49.2917,74.16,81,26,11.25,MG,1697152037
411,ujae,8.9322,165.7642,82.83,76,98,7.92,MH,1697152135
412,borgarnes,64.5383,-21.9206,36.81,79,100,24.32,IS,1697152135
413,kotel,42.8833,26.45,47.75,66,0,2.66,BG,1697152136
414,argo,37.6333,22.7333,63.09,57,0,3.29,GR,1697152136
415,callao,-12.0667,-77.15,70.72,77,75,9.22,PE,1697152136
416,zaterechnyy,44.7931,45.2097,44.11,77,4,7.36,RU,1697152137
417,chilaw,7.5758,79.7953,77.02,86,100,7.49,LK,1697152137
418,filadelfia,39.9523,-75.1638,66.15,58,75,0.0,US,1697151851
419,saulgau,48.0167,9.5,61.95,74,46,5.95,DE,1697152138
420,labytnangi,66.6572,66.4183,31.05,87,100,11.07,RU,1697152139
421,guerrero negro,27.9769,-114.0611,70.38,59,1,14.63,MX,1697152139
422,ulety,51.3572,112.4849,39.54,83,2,3.96,RU,1697152140
423,howrah,22.5892,88.3103,80.6,89,20,0.0,IN,1697152140
424,baley,51.6,116.6333,38.34,67,44,4.68,RU,1697152140
425,ihsaniye,40.6909,29.8347,62.98,78,0,1.3,TR,1697152141
426,mpika,-11.8343,31.4529,67.5,39,69,4.05,ZM,1697152141
427,wallan,-37.4167,144.9833,54.66,81,88,8.12,AU,1697152142
428,bhadaur,30.4833,75.3167,71.17,38,0,5.06,IN,1697152142
429,cidade velha,14.9167,-23.6167,81.07,78,20,2.3,CV,1697152143
430,guarapari,-20.6667,-40.4975,76.89,74,15,18.66,BR,1697152143
431,nevel'sk,46.6733,141.8633,57.36,78,17,11.72,RU,1697152144
432,cromer,52.9312,1.2989,55.83,85,100,10.8,GB,1697152144
433,zvecan,42.9075,20.8403,57.22,57,2,1.79,XK,1697152144
434,general conesa,-40.1,-64.4333,60.71,27,5,14.14,AR,1697152145
435,san nicolas,18.1725,120.5953,79.5,80,44,5.82,PH,1697152145
436,malpica,43.3228,-8.8105,75.36,54,99,14.05,ES,1697152146
437,kuching,1.55,110.3333,83.01,98,20,3.44,MY,1697152146
438,praia da vitoria,38.7333,-27.0667,65.75,88,25,7.74,PT,1697152146
439,san vicente,-26.6167,-54.1333,53.13,88,100,7.02,AR,1697152147
440,inyonga,-6.7167,32.0667,75.06,50,95,5.57,TZ,1697152148
441,al bawiti,28.3492,28.8659,68.83,66,0,6.24,EG,1697152148
442,princeville,45.7668,-61.2985,55.78,95,14,5.75,CA,1697152149
443,klaksvik,62.2266,-6.589,38.32,66,25,17.38,FO,1697152149
444,blenheim,-41.516,173.9528,70.52,47,71,5.01,NZ,1697152149
445,champerico,14.3,-91.9167,84.2,75,69,10.22,GT,1697152150
446,hilo,19.7297,-155.09,89.28,71,100,9.22,US,1697152150
447,ginir,7.1333,40.7,60.98,78,79,2.84,ET,1697152151
448,saguenay,48.4168,-71.0657,49.08,90,100,4.61,CA,1697151886
449,nagrota,32.05,76.0833,70.18,57,0,5.59,IN,1697152152
450,taltal,-25.4,-70.4833,64.31,69,28,4.88,CL,1697152152
451,guisa,20.255,-76.5386,79.34,76,99,5.55,CU,1697152153
452,kenai,60.5544,-151.2583,37.15,98,100,10.36,US,1697152153
453,ostersund,63.1792,14.6357,41.61,81,75,19.57,SE,1697152154
454,asha,54.9973,57.2722,40.17,62,100,15.01,RU,1697152154
455,sale,34.0389,-6.8166,70.63,94,40,0.0,MA,1697152154
456,tasqala,51.1167,50.3167,42.84,45,86,21.72,KZ,1697152155
457,kelibia,36.8476,11.0939,71.98,70,0,2.46,TN,1697152155
458,balcarce,-37.8462,-58.2552,43.65,67,11,5.23,AR,1697152156
459,kamuli,0.9472,33.1197,63.72,95,34,1.86,UG,1697152156
460,oum hadjer,13.2954,19.6966,85.42,51,100,6.82,TD,1697152157
461,clyde north,-38.1167,145.3333,56.52,86,100,7.0,AU,1697152157
462,fale old settlement,-9.3852,-171.2468,83.23,79,27,18.25,TK,1697152158
463,katsuren-haebaru,26.3369,127.8719,79.18,65,40,10.36,JP,1697152158
464,kupang,-10.1667,123.5833,81.18,69,20,4.61,ID,1697152158
465,port isabel,26.0734,-97.2086,86.05,75,0,9.22,US,1697152129
466,aykhal,66.0,111.5,24.06,78,60,11.01,RU,1697152160
467,whistler,50.1164,-122.9695,58.23,55,20,0.0,CA,1697151919
468,necochea,-38.5473,-58.7368,46.0,61,0,6.78,AR,1697152160
469,inarajan village,13.2736,144.7484,77.99,84,99,20.83,GU,1697152161
470,bondo,3.8146,23.6866,69.94,99,64,0.94,CD,1697152161
471,bikenibeu village,1.3673,173.1241,89.56,66,40,4.61,KI,1697152162
472,ashburton,-37.8626,145.0794,57.7,77,100,3.0,AU,1697152022
473,panacan,9.2463,118.4082,80.55,82,12,0.72,PH,1697152163
474,cameron,26.117,-97.5169,88.11,72,0,11.5,US,1697152163
475,pemangkat,1.1667,108.9667,80.28,80,86,4.65,ID,1697152163
476,tenno,39.9,139.9667,52.81,54,26,13.62,JP,1697152164
477,kita,13.0349,-9.4895,77.36,73,50,2.35,ML,1697152164
478,weno,7.4515,151.8468,84.15,89,100,3.44,FM,1697152165
479,christies beach,-35.1396,138.4698,60.62,70,99,8.99,AU,1697152165
480,banepa,27.6298,85.5214,62.92,94,75,3.44,NP,1697152166
481,kavaratti,10.5669,72.642,81.86,73,98,2.08,IN,1697152166
482,begijnendijk,51.0194,4.7848,64.9,90,100,5.75,BE,1697152167
483,taksimo,56.3444,114.8794,45.72,60,96,1.99,RU,1697152167
484,jejuri,18.2833,74.1667,74.98,59,54,4.07,IN,1697152168
485,yarmouth,41.7057,-70.2286,62.96,90,0,5.75,US,1697152168
486,faya-largeau,17.9257,19.1043,87.1,21,14,18.5,TD,1697152169
487,palikir - national government center,6.9248,158.1611,81.84,72,93,6.4,FM,1697152169
488,ulladulla,-35.35,150.4667,61.77,45,0,4.29,AU,1697152169
489,rikaze,29.25,88.8833,39.18,58,55,3.33,CN,1697152170
490,eloy,32.7559,-111.5548,85.96,23,0,11.54,US,1697152105
491,masterton,-40.9597,175.6575,55.89,59,18,8.93,NZ,1697152170
492,port augusta,-32.5,137.7667,58.73,65,71,9.57,AU,1697152171
493,vila velha,-20.3297,-40.2925,76.95,82,0,17.27,BR,1697152171
494,swakopmund,-22.6833,14.5333,54.99,88,0,1.01,NA,1697152172
495,tazacorte,28.629,-17.9293,84.15,28,0,4.61,ES,1697152172
496,zorritos,-3.6805,-80.6782,79.09,79,20,6.29,PE,1697152173
497,jiayuguan,39.8167,98.3,49.08,27,9,5.39,CN,1697152173
498,miyaly,48.8844,53.7836,42.93,58,6,10.07,KZ,1697152174
499,shimoda,34.6667,138.95,67.17,70,7,13.06,JP,1697152174
500,urangan,-25.3,152.9,71.98,62,0,11.48,AU,1697152175
501,ola,59.5833,151.2833,24.42,51,18,8.25,RU,1697152175
502,kismayo,-0.3582,42.5454,78.17,87,94,8.7,SO,1697152176
503,georgetown,5.4112,100.3354,80.53,92,20,3.44,MY,1697151967
504,francistown,-21.17,27.5079,79.92,25,4,3.71,BW,1697152176
505,mantua,45.1667,10.7833,69.04,86,50,1.01,IT,1697152177
506,kourou,5.1552,-52.6478,82.45,75,76,10.29,GF,1697152178
507,tadine,-21.55,167.8833,70.75,81,92,13.91,NC,1697152179
508,vera,-29.4593,-60.2126,55.81,40,0,8.43,AR,1697152179
509,babu,24.4167,111.5167,66.49,86,19,3.02,CN,1697152180
510,rifle,39.5347,-107.7831,45.19,81,100,8.05,US,1697152180
511,savanna-la-mar,18.219,-78.1332,87.75,79,96,6.2,JM,1697151950
512,benguela,-12.5763,13.4055,72.81,85,71,6.62,AO,1697152152
513,tosontsengel,48.7567,98.2839,34.3,56,7,0.4,MN,1697152181
514,fortuna,40.5982,-124.1573,67.93,69,0,9.22,US,1697152120
515,bereznik,62.8551,42.7072,43.57,78,94,11.61,RU,1697152168
516,newport,51.5877,-2.9984,60.46,92,100,11.61,GB,1697151582
517,mangrol,21.1167,70.1167,79.54,79,2,7.67,IN,1697152183
518,kamaishi,39.2667,141.8833,61.18,61,2,5.46,JP,1697152183
519,ojinaga,29.5667,-104.4167,94.57,25,0,3.44,MX,1697152093
520,ghat,24.9647,10.1728,76.77,25,16,8.03,LY,1697152184
521,valparaiso,-33.0393,-71.6273,64.04,59,0,8.05,CL,1697152109
522,at taj,24.2049,23.2857,72.66,33,0,11.23,LY,1697152185
523,zajas,41.6072,20.9383,54.91,56,0,3.24,MK,1697152186
524,esil,51.9556,66.4042,37.58,60,7,10.2,KZ,1697152186
525,al hazm,16.1641,44.7769,73.87,26,0,2.3,YE,1697152187
526,flin flon,54.7682,-101.865,50.34,68,76,4.05,CA,1697152187
527,tocoa,15.6833,-86.0,92.82,73,99,0.6,HN,1697152187
528,lompoc,34.6391,-120.4579,82.78,61,20,15.01,US,1697152188
529,chui,-33.6971,-53.4616,44.55,74,2,7.76,UY,1697152188
530,arkhangel'sk,64.5401,40.5433,40.12,94,86,7.07,RU,1697152189
531,san antonio de pale,-1.4014,5.6325,77.38,84,61,10.96,GQ,1697152189
532,dhulia,20.9,74.7833,79.88,50,19,2.98,IN,1697151905
533,yelizovo,53.1873,158.3805,38.8,94,100,7.0,RU,1697152190
534,seguela,7.9611,-6.6731,72.52,86,24,1.61,CI,1697152190
535,itaueira,-7.6033,-43.0256,85.84,29,1,1.86,BR,1697151893
536,zakamensk,50.3741,103.2863,39.27,72,16,3.22,RU,1697152191
537,tak,16.5833,98.8333,67.1,96,86,1.68,TH,1697152191
538,teruel,40.6667,-0.6667,56.82,47,0,7.45,ES,1697152192
539,mulanje,-16.0316,35.5,79.39,34,100,5.48,MW,1697152193
540,soto la marina,23.7667,-98.2167,87.26,60,4,14.0,MX,1697152193
541,arteche,12.2645,125.4048,79.92,86,43,3.18,PH,1697152194
542,minas de marcona,-15.2119,-75.1103,60.37,74,58,13.69,PE,1697152195
543,luorong,24.4058,109.6086,68.05,77,54,4.63,CN,1697152195
544,ifrane,33.3333,-5.25,58.19,46,18,3.24,MA,1697152195
545,myanaung,18.2833,95.3167,73.83,94,30,1.36,MM,1697152196
546,spring creek,40.7266,-115.5859,52.81,38,42,3.56,US,1697152196
547,ketchikan,55.3422,-131.6461,57.18,82,100,16.11,US,1697152197
548,lanzhou,36.0564,103.7922,47.25,78,65,0.72,CN,1697152197
549,luanco,43.6152,-5.7934,76.48,73,93,3.62,ES,1697152197
